job_title,company,url,experience,salary,location,skills,Role,,job_id
Software Developers (Networking),Tetcos,https://www.naukri.com/job-listings-software-developers-networking-tetcos-bengaluru-bangalore-2-to-6-years-180717502791,2-6 Yrs,Not disclosed,['Bengaluru'],"['software development', 'c', 'protocols', 'methods', 'protocol development', 'simulation', 'networking protocols', 'development']",software-developer,,1389
Software Developer,7 Consultancy,https://www.naukri.com/job-listings-software-developer-seven-consultancy-chennai-5-to-10-years-180620500321,5-10 Yrs,Not disclosed,['Chennai'],"['system testing', 'programming', 'software testing', 'hardware', 'consultancy', 'design', 'consulting', 'software development']",software-developer,,1390
Software Developer,Mycitybhopal,https://www.naukri.com/job-listings-software-developer-mycitybhopal-bhopal-1-to-2-years-180320502687,1-2 Yrs,Not disclosed,['Bhopal'],"['software development', 'software', 'development', 'Software Developer (DH-0032-N1C)']",software-developer,,1391
Software Developer,Itechscripts,https://www.naukri.com/job-listings-software-developer-itechscripts-kolkata-1-to-2-years-180320500551,1-2 Yrs,Not disclosed,['Kolkata'],"['sql', 'core', 'mysql', 'software development', 'software', 'sql server', 'development', 'microsoft']",software-developer,,1392
Software Developer,Monitpro,https://www.naukri.com/job-listings-software-developer-monitpro-solutions-pvt-ltd-tamil-nadu-2-to-5-years-171219501846,2-5 Yrs,Not disclosed,['Tamil Nadu'],"['sql', 'coding', 'asp.net', 'sql database', 'software development', 'software', 'dbms', 'development']",software-developer,,1393
Software Developer,Xxat Solution,https://www.naukri.com/job-listings-software-developer-xxat-solution-chhattisgarh-1-to-3-years-171219500770,1-3 Yrs,Not disclosed,['Chhattisgarh'],"['sql', 'asp.net', 'software development', 'software', 'ado.net', 'sql server', 'development', 'microsoft']",software-developer,,1394
Software Developer,Seven Consultancy (HR Solution),https://www.naukri.com/job-listings-software-developer-seven-consultancy-hr-solution-surat-5-to-10-years-171122503215,5-10 Yrs,Not disclosed,['Surat'],"['system design', 'system testing', 'programming', 'consultancy', 'web technologies', 'application development', 'web development', 'design']",software-developer,,1395
Software Developer,Nvent,https://www.naukri.com/job-listings-software-developer-nvent-mumbai-5-to-10-years-171122502806,5-10 Yrs,Not disclosed,['Mumbai'],"['devops', 'integration', 'infrastructure', 'tools', 'control system', 'electricals', 'control', 'software development']",software-developer,,1396
Software Developer-App Development,Seven Consultancy (HR Solution),https://www.naukri.com/job-listings-software-developer-app-development-seven-consultancy-hr-solution-surat-5-to-10-years-171122502446,5-10 Yrs,Not disclosed,['Surat'],"['system design', 'system testing', 'programming', 'hardware', 'application development', 'software design', 'consulting', 'software development']",software-developer,,1397
Software Developer,Happiest Digitran,https://www.naukri.com/job-listings-software-developer-happiest-digitran-chennai-1-to-2-years-170719501627,1-2 Yrs,Not disclosed,['Chennai'],"['php', 'cs', 'programming', 'mysql', 'jquery', 'software development', 'html', 'software']",software-developer,,1398
Software Developer,Mahalasa Group,https://www.naukri.com/job-listings-software-developer-mahalasa-group-mumbai-5-to-10-years-170719500768,5-10 Yrs,Not disclosed,['Mumbai'],"['sql', 'xhtml', 'web technologies', 'mysql', 'software services', 'web development', 'ftp', 'software development']",software-developer,,1399
Software Developer,Goranga Tech,https://www.naukri.com/job-listings-software-developer-goranga-tech-ltd-noida-2-to-5-years-170719500211,2-5 Yrs,Not disclosed,['Noida'],"['sql', 'json', 'computer', 'wcf', 'sabre', 'coding', 'xml', 'amadeus']",software-developer,,1400
Odoo software developer,Charis Software,https://www.naukri.com/job-listings-odoo-software-developer-charis-software-hyderabad-secunderabad-4-to-9-years-170719500001,4-9 Yrs,Not disclosed,['Hyderabad'],"['sql', 'management', 'python', 'data', 'web technologies', 'xml', 'openerp', 'jquery']",software-developer,,1401
Software Developer,Advent Systems,https://www.naukri.com/job-listings-software-developer-advent-systems-bangalore-bengaluru-2-to-7-years-170622501872,2-7 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['dbms', 'software development', 'xml', 'sql', 'server', 'development', 'procedures', 'microsoft']",software-developer,,1402
"Software Developer Lux (Surfacing, Lighting, Rendering)",Double Negative,https://www.naukri.com/job-listings-software-developer-lux-surfacing-lighting-rendering-double-negative-india-pvt-ltd-mumbai-chennai-bangalore-bengaluru-4-to-8-years-170622500139,4-8 Yrs,Not disclosed,"['Mumbai', 'Chennai', 'Bangalore/Bengaluru']","['integration testing', 'software development', 'linux', 'python', 'integration', 'sdk', 'software testing', 'science']",software-developer,,1403
Software Developer,Amla,https://www.naukri.com/job-listings-software-developer-amla-nagpur-5-to-10-years-170621500266,5-10 Yrs,Not disclosed,['Nagpur'],"['json', 'usability', 'hosting', 'web hosting', 'coding', 'web technologies', 'software development', 'html']",software-developer,,1404
Software Developer,CONNECTING 2 WORK,https://www.naukri.com/job-listings-software-developer-connecting-2-work-trivandrum-thiruvananthapuram-2-to-5-years-170522501720,2-5 Yrs,Not disclosed,['Trivandrum/Thiruvananthapuram'],"['sql', 'entity', 'cs', 'entity framework', 'asp.net', 'framework', 'software design', 'design']",software-developer,,1405
Software Developer - Assets,Double Negative,https://www.naukri.com/job-listings-software-developer-assets-double-negative-india-pvt-ltd-mumbai-chennai-bangalore-bengaluru-4-to-7-years-170522501086,4-7 Yrs,Not disclosed,"['Mumbai', 'Chennai', 'Bangalore/Bengaluru']","['software', 'software testing', 'computer', 'maya', 'asset', 'simulation', 'animation', 'integration']",software-developer,,1406
"SEO Jobs , Software Developer",Captain Cube Technologies,https://www.naukri.com/job-listings-seo-jobs-software-developer-captain-cube-technologies-pvt-ltd-mumbai-7-to-12-years-170518500179,7-12 Yrs,Not disclosed,['Mumbai'],"['graphics', 'management', 'internet', 'seo', 'marketing', 'internet marketing', 'web technologies', 'time managements']",software-developer,,1407
Software Developers,Bartech Data Systems Pvt. Ltd,https://www.naukri.com/job-listings-software-developers-bartech-data-systems-pvt-ltd-nashik-2-to-7-years-170420500673,2-7 Yrs,Not disclosed,['nashik'],"['software development', 'software', 'development', 'Software Developer']",software-developer,,1408
Software Developer,Dezign Brain,https://www.naukri.com/job-listings-software-developer-dezign-brain-ahmedabad-1-to-3-years-161221500420,1-3 Yrs,Not disclosed,['Ahmedabad'],"['c', 'sql', 'serv', 'cs', 'server', 'key', 'sql server', 'studio']",software-developer,,1409
Software Developer,Edprime,https://www.naukri.com/job-listings-software-developer-edprime-jaipur-2-to-8-years-161122501805,2-8 Yrs,Not disclosed,['Jaipur'],"['sql', 'unit', 'security', 'data structures', 'development', 'front end', 'software testing', 'analytical skill']",software-developer,,1410
Software Developer,Devrev,https://www.naukri.com/job-listings-software-developer-devrev-bangalore-bengaluru-5-to-10-years-161121501559,5-10 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['software development', 'legal', 'c', 'compliance', 'c++', 'third party', 'computer', 'development']",software-developer,,1411
Software Developer,Devrev,https://www.naukri.com/job-listings-software-developer-devrev-bangalore-bengaluru-1-to-4-years-161121501551,1-4 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['software', 'processing', 'c++', 'artificial intelligence', 'natural language processing', 'legal', 'javascript', 'source']",software-developer,,1412
Software Developer: Integration & Automation,Devrev,https://www.naukri.com/job-listings-software-developer-integration-automation-devrev-bangalore-bengaluru-3-to-6-years-161121501546,3-6 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['linux administration', 'python', 'communication skills', 'cardiovascular', 'integration', 'automation', 'troubleshooting', 'medical']",software-developer,,1413
Software Developer,Clinconsent,https://www.naukri.com/job-listings-software-developer-clinconsent-mysore-1-to-4-years-161020500926,1-4 Yrs,Not disclosed,['Mysore'],"['python', 'science', 'software development', 'pdf', 'technology', 'life cycle', 'html', 'software']",software-developer,,1414
Software Developer,Rudr Consultancy Services,https://www.naukri.com/job-listings-software-developer-rudr-consultancy-services-ahmedabad-3-to-5-years-161019501440,3-5 Yrs,Not disclosed,['Ahmedabad'],"['devops', 'sql', 'software testing', 'csd', 'aws', 'consulting', 'software development', 'design']",software-developer,,1415
Software Developer,Masycoda Solutions,https://www.naukri.com/job-listings-software-developer-masycoda-solutions-nagpur-4-to-9-years-160922500434,4-9 Yrs,Not disclosed,['Nagpur'],"['php', 'sql', 'python', 'oracle', 'technical', 'microsoft', 'jquery', 'software development']",software-developer,,1416
Software Developer,SIGMAIT SOFTWARE,https://www.naukri.com/job-listings-software-developer-sigmait-software-designers-lucknow-2-to-7-years-160919500132,2-7 Yrs,Not disclosed,['Lucknow'],"['application programming', 'stored procedures', 'iis', 'programming', 'coding', 'software implementation', 'software services', 'jquery']",software-developer,,1417
Software Developer,Prakhar Software,https://www.naukri.com/job-listings-software-developer-prakhar-software-solutions-new-delhi-2-to-5-years-160822501681,2-5 Yrs,Not disclosed,['New Delhi'],"['php', 'sql', 'e-governance', 'cs', 'coding', 'debugging', 'jquery', 'software development']",software-developer,,1418
Software Developer,Prakhar Software,https://www.naukri.com/job-listings-software-developer-prakhar-software-solutions-remote-2-to-5-years-160822501680,2-5 Yrs,Not disclosed,['remote'],"['iis', 'bugzilla', 'studio', 'ajax', 'software development', 'control', 'software', 'git']",software-developer,,1419
Software Developer,Prakhar Software,https://www.naukri.com/job-listings-software-developer-prakhar-software-solutions-raipur-2-to-5-years-160822501679,2-5 Yrs,Not disclosed,['Raipur'],"['php', 'source', 'data', 'web technologies', 'mysql', 'troubleshooting', 'web development', 'debugging']",software-developer,,1420
Software Developer,Smart4talent,https://www.naukri.com/job-listings-software-developer-smart4talent-noida-1-to-2-years-160821500074,1-2 Yrs,Not disclosed,['Noida'],"['computer', 'key', 'web technologies', 'mysql', 'rest', 'jquery', 'key skills', 'software development']",software-developer,,1421
software developer,VMR Vision,https://www.naukri.com/job-listings-software-developer-vmr-vision-dehradun-2-to-4-years-160819501113,2-4 Yrs,Not disclosed,['Dehradun'],"['vision', 'software development', 'software', 'development', 'vmr vision provide software developer job in dehradun']",software-developer,,1422
Software Developer,Orion Innovation,https://www.naukri.com/job-listings-software-developer-orion-innovation-kochi-cochin-3-to-5-years-160721500579,3-5 Yrs,Not disclosed,['Kochi/Cochin'],"['c', 'sql', 'angular', 'frontend development', 'application development', 'primary skills', 'development', 'front end']",software-developer,,1423
software developer,Kenil Management Services Pvt. Ltd.,https://www.naukri.com/job-listings-software-developer-kenil-management-services-pvt-ltd-surat-1-to-3-years-160321500183,1-3 Yrs,Not disclosed,['Surat'],"['front end', 'cs', 'programming', 'web technologies', 'debugging', 'software development', 'html', 'software']",software-developer,,1424
Software Developer,Azeus Systems Limited,https://www.naukri.com/job-listings-software-developer-azeus-systems-limited-noida-3-to-6-years-160221500492,3-6 Yrs,Not disclosed,['Noida'],"['sql', 'hibernate', 'development', 'android', 'assessment', 'java servlet', 'product design', 'information technology']",software-developer,,1425
Linux Software Developers For Telematics - SDS,Hucon,https://www.naukri.com/job-listings-linux-software-developers-for-telematics-sds-hucon-bangalore-bengaluru-6-to-10-years-160123908813,6-10 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['linux', 'program', 'software development', 'c', 'sds', 'telematics', 'system programming', 'driving']",software-developer,,1426
Need Immediate Joiners- Software Developer Automated Driving and ADAS,Hucon,https://www.naukri.com/job-listings-need-immediate-joiners-software-developer-automated-driving-and-adas-hucon-hyderabad-secunderabad-5-to-7-years-160123908708,5-7 Yrs,Not disclosed,['Hyderabad/Secunderabad'],"['micro-processor architecture', 'c++', 'ipc', 'python', 'soa', 'adaptability', 'development', 'rtos']",software-developer,,1427
Autonomous Driving Software Developer C++,Hucon,https://www.naukri.com/job-listings-autonomous-driving-software-developer-c-hucon-hyderabad-secunderabad-3-to-6-years-160123908638,3-6 Yrs,Not disclosed,['Hyderabad/Secunderabad'],"['C++', 'c', 'communication skills', 'jira', 'can bus', 'communication protocols', 'development', 'stash']",software-developer,,1428
Software Developer,RCPC,https://www.naukri.com/job-listings-software-developer-rcpc-mumbai-1-to-3-years-160123908380,1-3 Yrs,Not disclosed,['Mumbai'],"['.Net', 'software', 'leadership', 'team leading', 'software development', 'team', 'development', 'Software Developer']",software-developer,,1429
Need immediate joiners : Base Software Developer,Hucon,https://www.naukri.com/job-listings-need-immediate-joiners-base-software-developer-hucon-bangalore-bengaluru-4-to-7-years-160123907985,4-7 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['Autosar stack integration', 'vector', 'programming', 'base', 'inca', 'eta', 'algorithms', 'autosar stack']",software-developer,,1430
EPR - JOEM - Software developer,Hucon,https://www.naukri.com/job-listings-epr-joem-software-developer-hucon-coimbatore-4-to-7-years-160123907817,4-7 Yrs,Not disclosed,['Coimbatore'],"['AUTOSAR', 'c', 'can bus', 'enterprise architecture', 'embedded c', 'development', 'uart', 'iso']",software-developer,,1431
Software Developer,Bondburry Recruitment Pvt Ltd,https://www.naukri.com/job-listings-software-developer-bondburry-recruitment-pvt-ltd-hyderabad-secunderabad-3-to-5-years-160123901466,3-5 Yrs,Not disclosed,['Hyderabad/Secunderabad'],"['Software development', 'sql', 'json', 'frontend development', 'backend development', 'api', 'web technologies', 'application development']",software-developer,,1432
Software Developer,Seitz Cleaning,https://www.naukri.com/job-listings-software-developer-seitz-cleaning-gurgaon-gurugram-4-to-8-years-160123005165,4-8 Yrs,"6,00,000 - 12,00,000 PA.",['Gurgaon/Gurugram'],"['software development', 'algorithms', 'analytical data review', 'development', 'server', 'review', 'coding', 'web technologies']",software-developer,,1433
Software Developer,Windowmaker Software,https://www.naukri.com/job-listings-software-developer-windowmaker-software-vadodara-baroda-1-to-6-years-160123002451,1-6 Yrs,"6,00,000 - 15,00,000 PA.",['Vadodara'],"['c#', 'entity framework', 'ADO.Net', 'server', 'sql', 'entity', 'serv', 'reporting']",software-developer,,1434
Software Developer,Balajee Group,https://www.naukri.com/job-listings-software-developer-balajee-group-mumbai-mumbai-suburban-1-to-4-years-160123001118,1-4 Yrs,Not disclosed,"['Mumbai', 'Mumbai Suburban']","['Fullstack Development', 'c#', '.net', 'software', 'mvc', 'software development', 'development', 'full stack']",software-developer,,1435
Software Developer,Oxygen Group of Companies,https://www.naukri.com/job-listings-software-developer-oxygen-media-services-private-limited-mumbai-3-to-6-years-160118501157,3-6 Yrs,Not disclosed,['Mumbai'],"['c', 'sql', 'python', 'oracle', 'six sigma', 'real time operating system', 'assembly', 'development']",software-developer,,1436
Software Developer,mastertrust,https://www.naukri.com/job-listings-software-developer-master-trust-ltd-new-delhi-3-to-5-years-151222503536,3-5 Yrs,Not disclosed,['New Delhi'],"['wcf', 'html', 'management', 'entity', 'web application development', 'jquery', 'build management', 'object']",software-developer,,1437
Software Developer,Klassify Technology,https://www.naukri.com/job-listings-software-developer-klassify-technology-pvt-ltd-gurgaon-gurugram-1-to-3-years-151222501843,1-3 Yrs,Not disclosed,['Gurgaon/Gurugram'],"['object', 'oops', 'software', 'development', 'software development', 'Object oriented designC++Software Engineer IIManager TechnologyData structures']",software-developer,,1438
Software Developer - ML/AI,Navikenz India,https://www.naukri.com/job-listings-software-developer-ml-ai-navikenz-india-private-limited-noida-2-to-7-years-151222501207,2-7 Yrs,Not disclosed,['Noida'],"['analysis', 'gcp', 'neural networks', 'machine learning', 'python', 'data', 'coding', 'data mining']",software-developer,,1439
Software Developer- ROR,Commeasure Solutions India,https://www.naukri.com/job-listings-software-developer-ror-commeasure-solutions-india-pvt-ltd-remote-2-to-6-years-151122500847,2-6 Yrs,Not disclosed,['remote'],"['tools', 'application development', 'ruby rails', 'development', 'ror', 'web technologies', 'mysql', 'web development']",software-developer,,1440
Software Developer,SPM Jobs,https://www.naukri.com/job-listings-software-developer-spm-jobs-bangalore-bengaluru-4-to-6-years-150722501197,4-6 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['programming', 'monitoring', 'sql server', 'performance tuning', 'performance', 'disaster recover', 'mysql', 'software development']",software-developer,,1441
Software Developer,AUROMINE SOLUTIONS PRIVATE LIMITED,https://www.naukri.com/job-listings-software-developer-auromine-solutions-private-limited-chennai-2-to-6-years-150719500930,2-6 Yrs,Not disclosed,['Chennai'],"['spring mvc', 'sql', 'core', 'hibernate', 'mvc', 'development', 'analytical skill', 'query']",software-developer,,1442
CAD software developer,OPTITEX,https://www.naukri.com/job-listings-cad-software-developer-optitex-india-pvt-ltd-bangalore-bengaluru-3-to-6-years-150622500868,3-6 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['mechanical engineering', 'cad cam', 'cad software', 'digital', 'mechanical', 'cam', 'development', 'software']",software-developer,,1443
Software developer with OSS/BSS,Taap Exchange,https://www.naukri.com/job-listings-software-developer-with-oss-bss-taap-exchange-remote-1-to-2-years-141222502337,1-2 Yrs,Not disclosed,['remote'],"['shell scripting', 'unix', 'programming', 'unix shell scripting', 'python', 'operating systems', 'bss', 'deployment']",software-developer,,1444
Software Developer ADAS,Cliqhr Recruitment Services,https://www.naukri.com/job-listings-software-developer-adas-cliqhr-recruitment-services-bangalore-bengaluru-3-to-8-years-141222500647,3-8 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['automotive', 'box', 'debugging', 'crm', 'san', 'soc', 'sm', 'adas']",software-developer,,1445
Software Developer - ADAS/Auotomotive,Cliqhr Recruitment Services,https://www.naukri.com/job-listings-software-developer-adas-auotomotive-cliqhr-recruitment-services-bangalore-bengaluru-3-to-8-years-141222500645,3-8 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['management', 'sm', 'software development', 'pdf', 'crm', 'san', 'configuration management', 'sms']",software-developer,,1446
Software Developer,Cliqhr Recruitment Services,https://www.naukri.com/job-listings-software-developer-cliqhr-recruitment-services-mumbai-5-to-10-years-141222500643,5-10 Yrs,Not disclosed,['Mumbai'],"['system design', 'san', 'crm', 'python', 'data', 'rdbms', 'application development', 'recruitment']",software-developer,,1447
Software Developer,Cliqhr Recruitment Services,https://www.naukri.com/job-listings-software-developer-cliqhr-recruitment-services-bangalore-bengaluru-3-to-5-years-141222500640,3-5 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['soc', 'san', 'sm', 'recruitment', 'coding', 'gts', 'html', 'pdf']",software-developer,,1448
Software Developer,Ez-xbrl Solutions,https://www.naukri.com/job-listings-software-developer-ez-xbrl-solutions-inc-navi-mumbai-3-to-8-years-141122501368,3-8 Yrs,Not disclosed,['Navi Mumbai'],"['sql', 'xhtml', 'production support', 'python', 'xml', 'troubleshooting', 'software development', 'production']",software-developer,,1449
Software Developer,Sujata Computers Pvt. Ltd.,https://www.naukri.com/job-listings-software-developer-sujata-computers-pvt-ltd-new-delhi-3-to-8-years-141022500399,3-8 Yrs,Not disclosed,['New Delhi'],"['pdf', 'mongodb', 'object', 'oops', 'python', 'data', 'mysql', 'nosql']",software-developer,,1450
SoftWare Developer - Pan india,Tetrasoft,https://www.naukri.com/job-listings-software-developer-pan-india-tetrasoft-india-private-limited-remote-3-to-5-years-141021500312,3-5 Yrs,Not disclosed,['Remote'],"['sql', 'unit', 'test cases', 'development', 'software testing', 'query', 'level design', 'business analysis']",software-developer,,1451
Software Developer,Health Careers Group,https://www.naukri.com/job-listings-software-developer-health-careers-group-ernakulam-kochi-cochin-chennai-2-to-7-years-141020501127,2-7 Yrs,Not disclosed,"['Kochi', 'Chennai']","['project', 'cakephp', 'management', 'coding', 'mysql', 'troubleshooting', 'cms', 'project management']",software-developer,,1452
Software Developer,SPM Jobs,https://www.naukri.com/job-listings-software-developer-spm-jobs-bangalore-bengaluru-3-to-8-years-140922502085,3-8 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['management', 'software', 'software testing', 'technical support', 'programming', 'spm', 'javascript', 'program']",software-developer,,1453
Software Developer,T & A Solutions,https://www.naukri.com/job-listings-software-developer-t-a-solutions-mohali-1-to-2-years-140817501379,1-2 Yrs,Not disclosed,['Mohali'],"['c', 'application programming', 'programming', 'm', 'rest', 'design', 'software development', 'software']",software-developer,,1454
Software Developer,Aimsoft,https://www.naukri.com/job-listings-software-developer-aimsoft-solutions-trivandrum-thiruvananthapuram-4-to-7-years-140815500005,4-7 Yrs,Not disclosed,"['Trivandrum/Thiruvananthapuram', 'Thiruvananthapuram']","['php', 'html/css', 'cs', 'programming', 'object', 'oops', 'act', 'asp.net']",software-developer,,1455
SOFTWARE DEVELOPER,Mayvent Management,https://www.naukri.com/job-listings-software-developer-mayvent-mumbai-2-to-5-years-140722502329,2-5 Yrs,Not disclosed,['Mumbai'],"['sql', 'software troubleshooting', 'jquery', 'taxation', 'data structures', 'sql server', 'development', 'microsoft']",software-developer,,1456
Software Developer,Hexagon Capability Center India Pvt.Ltd.,https://www.naukri.com/job-listings-software-developer-hexagon-capability-center-india-pvt-ltd-hyderabad-secunderabad-1-to-2-years-140123500671,1-2 Yrs,Not disclosed,['Hyderabad/Secunderabad'],"['computer', 'management', 'coding', 'supply chain management', 'science', 'asp.net', 'scrum', 'sap']",software-developer,,1457
Software Developer,Purplepatch Technologies,https://www.naukri.com/job-listings-software-developer-purplepatch-technologies-bengaluru-bangalore-6-to-11-years-140120500070,6-11 Yrs,Not disclosed,['Bengaluru'],"['database design', 'stored procedures', 'recruitment', 'dbms', 'software', 'zend framework', 'software development', 'procedures']",software-developer,,1458
Software Developer - Corporate Technology,Squarepoint Technologies India,https://www.naukri.com/job-listings-software-developer-corporate-technology-squarepoint-technologies-india-private-limited-bangalore-bengaluru-6-to-11-years-131222501502,6-11 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['application', 'automation', 'sql', 'technology', 'management', 'web development', 'technology management', 'analysis']",software-developer,,1459
Software Developer (Linux/Flash/Boot)),Skillety,https://www.naukri.com/job-listings-software-developer-linux-flash-boot-skillety-bangalore-bengaluru-8-to-10-years-131222500844,8-10 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['automotive', 'linux', 'boot', 'uds', 'flash', 'autosar', 'diagnostics', 'staffing']",software-developer,,1460
Software Developer,Skillety,https://www.naukri.com/job-listings-software-developer-skillety-jaipur-2-to-6-years-131222500843,2-6 Yrs,Not disclosed,['Jaipur'],"['cakephp', 'schema', 'bootstrap', 'oops', 'mysql', 'jquery', 'software development', 'html']",software-developer,,1461
Software Developer,Skillety,https://www.naukri.com/job-listings-software-developer-skillety-bangalore-bengaluru-2-to-10-years-131222500842,2-10 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['python', 'staffing', 'software development', 'c', 'dcom', 'embedded c', 'snmp', 'microsoft']",software-developer,,1462
Custom Software Developer,Skillety,https://www.naukri.com/job-listings-custom-software-developer-skillety-chennai-2-to-4-years-131222500130,2-4 Yrs,Not disclosed,['Chennai'],"['sql', 'test cases', 'test case design', 'development', 'software testing', 'staffing', 'selenium', 'android']",software-developer,,1463
Software Developer,Global Talent Pool,https://www.naukri.com/job-listings-software-developer-global-talent-pool-mumbai-ahmedabad-bengaluru-bangalore-5-to-9-years-131219501481,5-9 Yrs,Not disclosed,"['Mumbai', 'Ahmedabad', 'Bengaluru']","['open', 'assurance', 'quality management', 'linq', 'software development', 'sql', 'entity', 'design']",software-developer,,1464
Software Developer,SS Infotech,https://www.naukri.com/job-listings-software-developer-ssit-pvt-ltd-nagpur-1-to-2-years-131219500600,1-2 Yrs,Not disclosed,['Nagpur'],"['management', 'ms office', 'software development', 'software', 'technology management', 'office', 'technology', 'development']",software-developer,,1465
Software Developer,Srinagar Technology,https://www.naukri.com/job-listings-software-developer-srinagar-technology-consultants-private-limited-srinagar-2-to-7-years-131020500009,2-7 Yrs,Not disclosed,['Srinagar'],"['server', 'serv', 'php', 'bootstrap', 'web designing', 'web technologies', 'application development', 'web development']",software-developer,,1466
Software Developer,Srinagar Technology,https://www.naukri.com/job-listings-software-developer-srinagar-technology-consultants-private-limited-srinagar-2-to-7-years-131020500008,2-7 Yrs,Not disclosed,['Srinagar'],"['php', 'bootstrap', 'web designing', 'web technologies', 'application development', 'web development', 'design', 'software development']",software-developer,,1467
Software Developer,Wisesource Solutions,https://www.naukri.com/job-listings-software-developer-wisesource-solutions-private-limited-chennai-2-to-4-years-130922502302,2-4 Yrs,Not disclosed,['Chennai'],"['sql', 'ssrs', 'jquery', 'mvc', 'css', 'sql server', 'development', 'server']",software-developer,,1468
Software Developer - VBA,Rvmatrix Software Technologies,https://www.naukri.com/job-listings-software-developer-vba-rv-matrix-software-technologies-pvt-ltd-new-delhi-2-to-7-years-130922501929,2-7 Yrs,Not disclosed,['New Delhi'],"['sql', 'xml', 'access', 'development', 'microsoft', 'vba', 'ms outlook', 'ms office']",software-developer,,1469
Software Developer,Rvmatrix Software Technologies,https://www.naukri.com/job-listings-software-developer-rv-matrix-software-technologies-pvt-ltd-chennai-2-to-6-years-130922501928,2-6 Yrs,Not disclosed,['Chennai'],"['information security', 'operations', 'it operations', 'licensing', 'security', 'customer interaction', 'software development', 'software']",software-developer,,1470
Software Developer,KTree,https://www.naukri.com/job-listings-software-developer-k-tree-computer-solutions-i-pvt-ltd-hyderabad-secunderabad-1-to-6-years-130922501193,1-6 Yrs,Not disclosed,['Hyderabad/Secunderabad'],"['project', 'php', 'management', 'oracle', 'mysql', 'struts', 'project management', 'hibernate']",software-developer,,1471
Software Developer,Relyon,https://www.naukri.com/job-listings-software-developer-relyon-softech-ltd-bengaluru-bangalore-3-to-4-years-130819501290,3-4 Yrs,Not disclosed,['Bengaluru'],"['reporting', 'software development', 'pdf', 'wcf', 'visual', 'iis', 'software', 'tds']",software-developer,,1472
Software Developer,Progno Financial Planning Systems,https://www.naukri.com/job-listings-software-developer-progno-financial-planning-systems-pvt-ltd-ernakulam-kochi-cochin-3-to-9-years-121219501732,3-9 Yrs,Not disclosed,['Kochi'],"['design', 'asp.net', 'application', 'computer', 'mvc', 'object', 'software development', 'framework']",software-developer,,1473
Software Developer,qyk,https://www.naukri.com/job-listings-software-developer-qyk-bengaluru-bangalore-1-to-3-years-121218502075,1-3 Yrs,Not disclosed,['Bengaluru'],"['unix', 'data', 'ruby', 'data structures', 'postgresql', 'javascript', 'mysql', 'software']",software-developer,,1474
Software developer,Greenfield Software,https://www.naukri.com/job-listings-software-developer-greenfield-software-private-limited-gurgaon-gurugram-2-to-5-years-121121501362,2-5 Yrs,Not disclosed,['Gurgaon/Gurugram'],"['virtualization', 'infrastructure', 'computer', 'management', 'json', 'snmp', 'infrastructure management', 'xml']",software-developer,,1475
Software Developer,Enabling Dimensions(ED),https://www.naukri.com/job-listings-software-developer-enabling-dimensions-gurgaon-4-to-6-years-121120501371,4-6 Yrs,Not disclosed,['Gurgaon'],"['php', 'source', 'technical', 'xml', 'cms', 'software development', 'drupal', 'open source']",software-developer,,1476
Software Developer,One Card Solution,https://www.naukri.com/job-listings-software-developer-one-card-solution-pvt-ltd-new-delhi-padampur-1-to-6-years-120922500554,1-6 Yrs,Not disclosed,"['New Delhi', 'Padampur']","['sql', 'conceptualization', 'technical', 'asp.net', 'software development', 'software', 'development testing', 'sql server']",software-developer,,1477
Software Developer,Mahalasa Group,https://www.naukri.com/job-listings-software-developer-mahalasa-group-mumbai-2-to-5-years-120819502634,2-5 Yrs,Not disclosed,['Mumbai'],"['php', 'sql', 'xhtml', 'io', 'web technologies', 'mysql', 'web development', 'ios']",software-developer,,1478
Software Developer,Gradient Softech,https://www.naukri.com/job-listings-software-developer-gradient-softech-kota-kota-1-to-3-years-120815501753,1-3 Yrs,Not disclosed,"['Kota', 'Kota']","['integration', 'integration testing', 'communication skills', 'vb', 'deployment', 'software development', 'software', 'd2k']",software-developer,,1479
Software Developer,SPM Jobs,https://www.naukri.com/job-listings-software-developer-spm-jobs-coimbatore-2-to-5-years-120722501898,2-5 Yrs,Not disclosed,['Coimbatore'],"['php', 'application programming', 'mongodb', 'programming', 'mysql', 'software services', 'software development', 'html']",software-developer,,1480
