job_title,company,url,experience,salary,location,skills,Role,,job_id
Senior Java Developer,Conduent,https://www.naukri.com/job-listings-senior-java-developer-conduent-noida-hyderabad-secunderabad-bangalore-bengaluru-6-to-9-years-110223006384,6-9 Yrs,10-20 Lacs PA,"['Hybrid - Noida', 'Hyderabad/Secunderabad', 'Bangalore/Bengaluru']","['Java', 'hibernate', 'Spring', 'Angular', 'development', 'senior']",software-developer,,9252
Software Engineer,Shell Pvt Ltd,https://www.naukri.com/job-listings-software-engineer-shell-pvt-ltd-bangalore-bengaluru-6-to-10-years-110123500440,6-10 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['technology', 'support services', 'agile', 'application support', 'process', 'hp data protector', 'automation', 'improvement']",software-developer,,9253
Associate Software Engineer,Shell Pvt Ltd,https://www.naukri.com/job-listings-associate-software-engineer-shell-pvt-ltd-bangalore-bengaluru-3-to-5-years-110123500429,3-5 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['microsoft', 'automation', 'sql', 'sql server', 'information technology', 'javascript', 'scripting', 'software testing']",software-developer,,9254
Software Engineer 2,Juniper Networks,https://www.naukri.com/job-listings-software-engineer-2-juniper-networks-india-pvt-ltd-bangalore-bengaluru-5-to-8-years-110123500247,5-8 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['ajax', 'automation', 'core', 'data structures', 'networking', 'data', 'html', 'software']",software-developer,,9255
Senior Developer - Java expertise,Hitachi Ltd.,https://www.naukri.com/job-listings-senior-developer-java-expertise-hitachi-ltd-bangalore-bengaluru-6-to-11-years-110123500214,6-11 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['property', 'design', 'java', 'technology management', 'technical', 'senior', 'technology', 'operations']",software-developer,,9256
Software Engineer,Allegis Group,https://www.naukri.com/job-listings-software-engineer-allegis-group-hyderabad-secunderabad-4-to-6-years-110123012609,4-6 Yrs,Not disclosed,['Hybrid - Hyderabad/Secunderabad'],"['google cloud', 'scrum master', 'Bigquery', 'google analytics', 'software engineering', 'agile', 'etl', 'sql']",software-developer,,9257
Lead Software Engineer - FullStack,Tech Holding,https://www.naukri.com/job-listings-lead-software-engineer-fullstack-tech-holding-ahmedabad-5-to-10-years-110123008363,5-10 Yrs,Not disclosed,['Ahmedabad'],"['Full Stack', 'Node.Js', 'React.Js', 'ror', 'git', 'aws', 'stack', 'building']",software-developer,,9258
Software Engineer,Thales,https://www.naukri.com/job-listings-software-engineer-thales-india-pvt-ltd-noida-3-to-5-years-101222500708,3-5 Yrs,Not disclosed,['Noida'],"['software engineering', 'c++', 'management', 'cvs', 'data', 'technical', 'documentation', 'technical documentation']",software-developer,,9259
Software Engineer in Test 1,EA Games (Electronic Arts),https://www.naukri.com/job-listings-software-engineer-in-test-1-electronic-arts-hyderabad-secunderabad-2-to-7-years-101221500965,2-7 Yrs,Not disclosed,['Hyderabad/Secunderabad'],"['software', 'software engineering', 'software testing', 'javascript', 'io', 'software development', 'c', 'ios']",software-developer,,9260
Software Engineer(BI Reporting),S&P Global,https://www.naukri.com/job-listings-software-engineer-bi-reporting-ihs-markit-gurgaon-gurugram-4-to-6-years-101022501517,4-6 Yrs,Not disclosed,['Gurgaon/Gurugram'],"['http', 'informatica', 'data', 'troubleshooting', 'technology', 'cognos', 'information technology', 'business intelligence']",software-developer,,9261
Lead Software Engineer,Morningstar,https://www.naukri.com/job-listings-lead-software-engineer-morningstar-india-p-ltd-mumbai-4-to-6-years-100822500752,4-6 Yrs,Not disclosed,['Mumbai'],"['sql', 'source', 'data', 'core', 'mysql', 'coding', 'automation', 'soa']",software-developer,,9262
Software Engineer Trainee,Lapsys Infotech,https://www.naukri.com/job-listings-software-engineer-trainee-lapsys-infotech-pvt-ltd-chennai-1-to-6-years-100220501277,1-6 Yrs,Not disclosed,['Chennai'],"['software', 'http', 'training']",software-developer,,9263
Software Engineer,Siemens,https://www.naukri.com/job-listings-software-engineer-siemens-limited-bangalore-bengaluru-4-to-9-years-100123501272,4-9 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['programming', 'management', 'technology', 'wincc', 'scada', 'visual', 'software engineering', 'technology management']",software-developer,,9264
Software Engineer - PEGA PRPC,Altisource,https://www.naukri.com/job-listings-software-engineer-pega-prpc-altisource-business-solutions-pvt-ltd-remote-3-to-8-years-100123500650,3-8 Yrs,Not disclosed,['remote'],"['software engineering', 'machine learning', 'unit', 'pega', 'prpc', 'machine', 'debugging', 'scrum']",software-developer,,9265
Software Engineer II,Uber,https://www.naukri.com/job-listings-software-engineer-ii-uber-bangalore-bengaluru-4-to-9-years-100123500558,4-9 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['management', 'software engineering', 'health', 'computer architecture', 'software', 'public health', 'coding', 'programming']",software-developer,,9266
Software Engineer - Devops RPA,Shell Pvt Ltd,https://www.naukri.com/job-listings-software-engineer-devops-rpa-shell-pvt-ltd-bangalore-bengaluru-5-to-8-years-091222502538,5-8 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['issue resolution', 'automation', 'macros', 'resolution', 'operational support', 'robotics', 'data', 'tools']",software-developer,,9267
Software Engineer,Shell Pvt Ltd,https://www.naukri.com/job-listings-software-engineer-shell-pvt-ltd-bangalore-bengaluru-8-to-12-years-091222502536,8-12 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['change management', 'documents', 'system administration', 'documentation', 'sdlc', 'administration', 'management', 'portfolio']",software-developer,,9268
Lead Software Engineer,Morningstar,https://www.naukri.com/job-listings-lead-software-engineer-morningstar-india-p-ltd-mumbai-7-to-12-years-091222502364,7-12 Yrs,Not disclosed,['Mumbai'],"['application', 'application development', 'agile methodology', 'sql', 'drives', 'development', 'agile', 'software']",software-developer,,9269
Staff Software Engineer,Uber,https://www.naukri.com/job-listings-staff-software-engineer-uber-bangalore-bengaluru-1-to-4-years-091222501241,1-4 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['programming', 'software development life cycle', 'object', 'management', 'coding', 'architectural design', 'software development', 'distribution']",software-developer,,9270
Native Software Engineering,Shell Pvt Ltd,https://www.naukri.com/job-listings-native-software-engineering-shell-pvt-ltd-bangalore-bengaluru-14-to-18-years-091222501108,14-18 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['quality assurance', 'end', 'native', 'information technology', 'management', 'backend', 'downstream', 'engineering']",software-developer,,9271
Software Engineer,BNP Paribas,https://www.naukri.com/job-listings-software-engineer-bnp-paribas-mumbai-3-to-12-years-091222500854,3-12 Yrs,Not disclosed,['Mumbai'],"['sql', 'wealth management', 'data mapping', 'financial services', 'finance', 'software testing', 'perl', 'reconciliation']",software-developer,,9272
Software QA Engineer,Thomson Reuters,https://www.naukri.com/job-listings-software-qa-engineer-thomson-reuters-india-pvt-ltd-bangalore-bengaluru-2-to-7-years-091122502010,2-7 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['software testing', 'software qa', 'taxation', 'sqa', 'management', 'scripting', 'case', 'automation']",software-developer,,9273
Software Engineer Staff,Juniper Networks,https://www.naukri.com/job-listings-software-engineer-staff-juniper-networks-india-pvt-ltd-bangalore-bengaluru-9-to-14-years-091122501980,9-14 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['python', 'computation', 'networking', 'cloud security', 'debugging', 'cloud computing', 'security', 'security services']",software-developer,,9274
Software Engineer 4,Juniper Networks,https://www.naukri.com/job-listings-software-engineer-4-juniper-networks-india-pvt-ltd-bangalore-bengaluru-7-to-12-years-091122501978,7-12 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['python', 'data', 'mpls', 'ipv', 'software', 'dhcp', 'networking', 'linux']",software-developer,,9275
Staff Software Engineer,Visa Inc,https://www.naukri.com/job-listings-staff-software-engineer-visa-inc-bangalore-bengaluru-6-to-11-years-090922501113,6-11 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['software', 'software testing', 'computer', 'coding', 'drives', 'maven', 'core', 'scrum']",software-developer,,9276
Altisource Software Engineer,Altisource,https://www.naukri.com/job-listings-altisource-software-engineer-altisource-business-solutions-pvt-ltd-bangalore-bengaluru-4-to-9-years-090322500851,4-9 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['career development', 'machine', 'wellness', 'automation', 'system architecture', 'computer science', 'science', 'pega']",software-developer,,9277
"Associate Manager, Software Engineering",Red Hat,https://www.naukri.com/job-listings-associate-manager-software-engineering-red-hat-bangalore-bengaluru-3-to-8-years-090123500990,3-8 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['open', 'improvement', 'coordination', 'service engineering', 'leadership', 'application development', 'continuous improvement', 'application']",software-developer,,9278
Software Engineer Staff,Juniper Networks,https://www.naukri.com/job-listings-software-engineer-staff-juniper-networks-india-pvt-ltd-bangalore-bengaluru-3-to-8-years-090123500984,3-8 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['data collection', 'analysis', 'coding', 'machine', 'management', 'data', 'science', 'data analysis']",software-developer,,9279
Software Engineer Staff,Juniper Networks,https://www.naukri.com/job-listings-software-engineer-staff-juniper-networks-india-pvt-ltd-bangalore-bengaluru-8-to-13-years-090123500983,8-13 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['device drivers', 'ixia', 'system architecture', 'data structures', 'networking', 'data', 'programming', 'devices']",software-developer,,9280
Software Engineer 4,Juniper Networks,https://www.naukri.com/job-listings-software-engineer-4-juniper-networks-india-pvt-ltd-bangalore-bengaluru-8-to-13-years-090123500982,8-13 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['linux', 'data', 'telecom', 'networking', 'automation', 'data structures', 'agile', 'software']",software-developer,,9281
Software Engineer 4,Juniper Networks,https://www.naukri.com/job-listings-software-engineer-4-juniper-networks-india-pvt-ltd-bangalore-bengaluru-4-to-7-years-090123500980,4-7 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['unix', 'ptp', 'program', 'c++', 'tcp', 'ip networking', 'networking', 'data']",software-developer,,9282
Software Engineer 4,Adidas,https://www.naukri.com/job-listings-software-engineer-4-adidas-group-gurgaon-gurugram-1-to-3-years-080822501489,1-3 Yrs,Not disclosed,['Gurgaon/Gurugram'],"['change management', 'design', 'database design', 'integration', 'resource', 'data', 'monitoring', 'software testing']",software-developer,,9283
Software Engineer - .Net (GASS/MMS),Volvo Financial Services,https://www.naukri.com/job-listings-software-engineer-net-gass-mms-volvo-asset-finance-india-private-limited-remote-3-to-5-years-080622501034,3-5 Yrs,Not disclosed,['Permanent Remote'],"['mm', 'gas', 'wcf', 'cloud computing', 'sql', 'studio', 'application', '.net']",software-developer,,9284
Location/GNSS Software Engineer - Measurement Engine,"Qualcomm Technologies, Inc",https://www.naukri.com/job-listings-location-gnss-software-engineer-measurement-engine-qualcomm-technologies-inc-bangalore-bengaluru-1-to-5-years-071222502247,1-5 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['automotive', 'embedded systems', 'languages', 'measurement', 'protocols', 'gnss', 'digital', 'embedded software']",software-developer,,9285
Software Engineer,Applied Materials,https://www.naukri.com/job-listings-software-engineer-applied-materials-india-private-limited-bangalore-bengaluru-5-to-7-years-071222500205,5-7 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['visual studio', 'instruments', 'analytics', 'data structures', 'processing', 'data', 'software engineering', 'image processing']",software-developer,,9286
Lead Software Engineer,Wells Fargo,https://www.naukri.com/job-listings-lead-software-engineer-wells-fargo-india-solutions-pvt-ltd-bangalore-bengaluru-10-to-12-years-071122502373,10-12 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['data', 'end', 'troubleshooting', 'html', 'object', 'nosql', 'sql', 'system']",software-developer,,9287
Storage System Software Engineer,Samsung India,https://www.naukri.com/job-listings-storage-system-software-engineer-samsung-india-electronics-pvt-ltd-bangalore-bengaluru-1-to-4-years-071122501645,1-4 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['programming', 'python', 'data', 'storage domain', 'system', 'data structures', 'storage', 'architecture']",software-developer,,9288
Lead Software Engineer,Morningstar,https://www.naukri.com/job-listings-lead-software-engineer-morningstar-india-p-ltd-mumbai-9-to-14-years-071022500760,9-14 Yrs,Not disclosed,['Mumbai'],"['Architecture', 'Billing', 'Back office', 'Instrumentation', 'Application development', 'Agile methodology', 'test driven development', 'JIRA']",software-developer,,9289
Automotive Cybersecurity Software Engineers & Leads,Tata Elxsi,https://www.naukri.com/job-listings-automotive-cybersecurity-software-engineers-leads-tata-elxsi-ltd-calicut-kozhikode-2-to-12-years-070722500838,2-12 Yrs,Not disclosed,['Calicut/Kozhikode'],"['software engineering', 'c++', 'assessment', 'rtos', 'risk assessment', 'automotive', 'software design', 'system architecture']",software-developer,,9290
Software Engineer,Adidas,https://www.naukri.com/job-listings-software-engineer-adidas-group-gurgaon-gurugram-6-to-11-years-070123500232,6-11 Yrs,Not disclosed,['Gurgaon/Gurugram'],"['UI development', 'jQuery', 'Information security', 'MySQL', 'Manager Technology', 'Javascript', 'PHP', 'Information technology']",software-developer,,9291
Software Engineer Staff,Juniper Networks,https://www.naukri.com/job-listings-software-engineer-staff-juniper-networks-india-pvt-ltd-bangalore-bengaluru-10-to-15-years-070123500087,10-15 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['c++', 'python', 'asic', 'networking', 'data', 'software', 'dhcp', 'linux']",software-developer,,9292
Software Engineer - Tanzu VMWare Greenplum,VMware,https://www.naukri.com/job-listings-software-engineer-tanzu-vmware-greenplum-vmware-india-bangalore-bengaluru-3-to-7-years-061022500765,3-7 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['management', 'software engineering', 'software', 'vmware', 'c++', 'analytics', 'sql', 'source']",software-developer,,9293
Lead Software Engineer,Wells Fargo,https://www.naukri.com/job-listings-lead-software-engineer-wells-fargo-international-solutions-private-ltd-bangalore-bengaluru-10-to-14-years-060223907955,10-14 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['Java', 'spring boot', 'soap', 'bootstrap', 'pcf', 'sql', 'relational db', 'http']",software-developer,,9294
Lead Software Engineer,Wells Fargo,https://www.naukri.com/job-listings-lead-software-engineer-wells-fargo-international-solutions-private-ltd-hyderabad-secunderabad-13-to-15-years-060223906089,13-15 Yrs,Not disclosed,['Hyderabad/Secunderabad'],"['Pega', 'splunk', 'analytical', 'scrum', 'agile methodology', 'appdynamics', 'analytics', 'agile']",software-developer,,9295
Lead Software Engineer,Wells Fargo,https://www.naukri.com/job-listings-lead-software-engineer-wells-fargo-india-solutions-pvt-ltd-hyderabad-secunderabad-bangalore-bengaluru-5-to-8-years-060223501602,5-8 Yrs,Not disclosed,"['Hyderabad/Secunderabad', 'Bangalore/Bengaluru']","['remediation', 'monitoring', 'technology', 'system', 'mongodb', 'technology solutions', 'distribution', 'agile']",software-developer,,9296
Software Engineer 2,Juniper Networks,https://www.naukri.com/job-listings-software-engineer-2-juniper-networks-india-pvt-ltd-bangalore-bengaluru-8-to-11-years-060123501459,8-11 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['python', 'networking', 'javascript', 'software', 'virtualization', 'software engineering', 'vmware', 'mysql']",software-developer,,9297
System Software Engineer,M/s. Orange Business Services,https://www.naukri.com/job-listings-system-software-engineer-m-s-orange-business-services-gurgaon-gurugram-1-to-4-years-060123501455,1-4 Yrs,Not disclosed,['Gurgaon/Gurugram'],"['perl', 'management', 'mongodb', 'python', 'system software', 'configuration', 'configuration management', 'automation']",software-developer,,9298
"Software Engineer III, Infrastructure, Search",Google Asia Pacific,https://www.naukri.com/job-listings-software-engineer-iii-infrastructure-search-google-india-private-limited-bangalore-bengaluru-2-to-7-years-060123500123,2-7 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['processing', 'information retrieval', 'operations', 'searching', 'languages', 'process', 'networking', 'distribution']",software-developer,,9299
"Manager, Software Engineer in Test",24 7 ai,https://www.naukri.com/job-listings-manager-software-engineer-in-test-24-7-customer-private-ltd-bangalore-bengaluru-7-to-9-years-051222500828,7-9 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['management', 'jira', 'software', 'manual testing', 'tools', 'software testing', 'scrum', 'mysql']",software-developer,,9300
SOFTWARE ENGINEER,S S P,https://www.naukri.com/job-listings-software-engineer-s-s-p-private-limited-gurgaon-haryana-3-to-5-years-050819500770,3-5 Yrs,Not disclosed,"['Gurgaon', 'haryana']","['software engineering', 'sql', 'application support', 'packaging', 'multithreading', 'studio', 'xml', 'prototype']",software-developer,,9301
Software Engineer Staff - Sensors,"Qualcomm Technologies, Inc",https://www.naukri.com/job-listings-software-engineer-staff-sensors-qualcomm-technologies-inc-bangalore-bengaluru-8-to-10-years-050722500259,8-10 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['jtag', 'rtos', 'sensors', 'machine', 'sensor', 'computer science', 'science', 'debugging']",software-developer,,9302
Software Engineers - UI / UX,Chizels Infotech,https://www.naukri.com/job-listings-software-engineers-ui-ux-chizels-infotech-kochi-cochin-2-to-7-years-050721500012,2-7 Yrs,Not disclosed,['Kochi/Cochin'],"['software engineering', 'ui/ux', 'cs', 'web technologies', 'xml', 'html', 'software', 'css']",software-developer,,9303
Senior Java Developer,Outsourcedwell,https://www.naukri.com/job-listings-senior-java-developer-outsourcedwell-pune-4-to-6-years-050223002315,4-6 Yrs,10-16 Lacs PA,['Permanent Remote'],"['Java EE', 'Kubernet', 'SpringBoot', 'Jenkins', 'Docker', 'mysql', 'development', 'git']",software-developer,,9304
Software Engineer Staff,Juniper Networks,https://www.naukri.com/job-listings-software-engineer-staff-juniper-networks-india-pvt-ltd-bangalore-bengaluru-6-to-10-years-050222500106,6-10 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['asic', 'program', 'debugging', 'device drivers', 'drives', 'science', 'architecture', 'devices']",software-developer,,9305
Software Engineer,AMERICAN EXPRESS,https://www.naukri.com/job-listings-software-engineer-american-express-company-bangalore-bengaluru-5-to-10-years-050123500544,5-10 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['open source', 'system administration', 'open', 'vmware', 'administration', 'customer service', 'json', 'middleware']",software-developer,,9306
Software Engineer - NodeJS,Shell Pvt Ltd,https://www.naukri.com/job-listings-software-engineer-nodejs-shell-pvt-ltd-bangalore-bengaluru-5-to-10-years-050123500521,5-10 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['aviation', 'debugging', 'front', 'open', 'sql', 'performance', 'node.js', 'information technology']",software-developer,,9307
Software Engineer 2 - Compiler Toolchain Development,Juniper Networks,https://www.naukri.com/job-listings-software-engineer-2-compiler-toolchain-development-juniper-networks-india-pvt-ltd-bangalore-bengaluru-2-to-7-years-050123500427,2-7 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['python', 'management', 'development management', 'data', 'compilation', 'open source', 'software', 'networking']",software-developer,,9308
Software Engineer III,Google Asia Pacific,https://www.naukri.com/job-listings-software-engineer-iii-google-india-private-limited-bangalore-bengaluru-2-to-7-years-050123500362,2-7 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['debugging', 'intelligence', 'analysis', 'android', 'natural language processing', 'data analysis', 'data', 'software']",software-developer,,9309
Manager of Software Engineering,Morningstar,https://www.naukri.com/job-listings-manager-of-software-engineering-morningstar-india-p-ltd-mumbai-6-to-10-years-041122500268,6-10 Yrs,Not disclosed,['Mumbai'],"['Tomcat', 'Front end', 'Linux', 'Web development', 'Javascript', 'Instrumentation', 'Application development', 'Agile methodology']",software-developer,,9310
Lead Software Engineer,Baker Hughes,https://www.naukri.com/job-listings-lead-software-engineer-baker-hughes-the-network-kochi-cochin-4-to-7-years-040822501164,4-7 Yrs,Not disclosed,['Kochi/Cochin'],"['software engineering', 'front end', 'life cycle', 'unit', 'data', 'development life cycle', 'nosql', 'automation']",software-developer,,9311
Software Engineer 3,Juniper Networks,https://www.naukri.com/job-listings-software-engineer-3-juniper-networks-india-pvt-ltd-bangalore-bengaluru-6-to-9-years-040722501786,6-9 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['python', 'mpls', 'ipv', 'ospf', 'testing tools', 'automation', 'software', 'debugging']",software-developer,,9312
Staff Software Engineer,Telstra,https://www.naukri.com/job-listings-staff-software-engineer-telstra-india-pvt-ltd-hyderabad-secunderabad-2-to-7-years-040123502150,2-7 Yrs,Not disclosed,['Hyderabad/Secunderabad'],"['virtualization', 'sql', 'integration', 'performance tuning', 'splunk', 'continuous improvement', 'nosql', 'application monitoring']",software-developer,,9313
Software Engineer III,Google Asia Pacific,https://www.naukri.com/job-listings-software-engineer-iii-google-india-private-limited-bangalore-bengaluru-2-to-7-years-040123501709,2-7 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['front', 'c++', 'networking', 'data', 'html', 'software', 'system design', 'end']",software-developer,,9314
Software Engineer - C,Siemens,https://www.naukri.com/job-listings-software-engineer-c-siemens-limited-bangalore-bengaluru-5-to-8-years-031122501090,5-8 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['c', 'unit testing', 'consulting', 'software testing', 'git', 'software', 'unit', 'software engineering']",software-developer,,9315
Software Engineering Manager,Wells Fargo,https://www.naukri.com/job-listings-software-engineering-manager-wells-fargo-india-solutions-pvt-ltd-hyderabad-secunderabad-14-to-19-years-031122500953,14-19 Yrs,Not disclosed,['Hyderabad/Secunderabad'],"['management', 'monitoring', 'plsql', 'core', 'configuration management', 'agile', 'apache', 'automation']",software-developer,,9316
Technical Lead / Software Engineer,Teleperformance (TP),https://www.naukri.com/job-listings-technical-lead-software-engineer-teleperformance-tp-gurgaon-gurugram-mumbai-all-areas-4-to-9-years-031122009809,4-9 Yrs,15-20 Lacs PA,"['Hybrid - Gurgaon/Gurugram', 'Mumbai (All Areas)']","['angular', '.net', 'mvc', 'sql', 'jquery', 'c#', '.net core', 'technical']",software-developer,,9317
"Staff Software Engineer, Technical Infrastructure",Google Asia Pacific,https://www.naukri.com/job-listings-staff-software-engineer-technical-infrastructure-google-india-private-limited-bangalore-bengaluru-8-to-13-years-031022500230,8-13 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['networking', 'artificial intelligence', 'intelligence', 'software design', 'recruitment', 'technical infrastructure', 'process', 'data']",software-developer,,9318
Lead Software Engineer,Titan Consultancy,https://www.naukri.com/job-listings-lead-software-engineer-titan-consultancy-hyderabad-secunderabad-gurgaon-gurugram-bangalore-bengaluru-6-to-11-years-030822501670,6-11 Yrs,Not disclosed,"['Hyderabad/Secunderabad', 'Gurgaon/Gurugram', 'Bangalore/Bengaluru']","['application programming', 'programming', 'mongodb', 'nosql', 'packaging', 'javascript', 'application', 'git']",software-developer,,9319
Software Engineer,Telstra,https://www.naukri.com/job-listings-software-engineer-telstra-india-pvt-ltd-bangalore-bengaluru-2-to-6-years-030622501569,2-6 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['python', 'application', 'programming', 'change', 'technology management', 'technology', 'javascript', 'splunk']",software-developer,,9320
Software Engineer Test,SEO.com,https://www.naukri.com/job-listings-software-engineer-test-ciena-india-private-ltd-gurgaon-gurugram-10-to-12-years-030223911869,10-12 Yrs,Not disclosed,['Gurgaon/Gurugram'],"['manual testing', 'engineering', 'test planning', 'test cases', 'manual', 'automation', 'software testing', 'functional testing']",software-developer,,9321
Test Software Engineer (Automation),SEO.com,https://www.naukri.com/job-listings-test-software-engineer-automation-ciena-india-private-ltd-gurgaon-gurugram-2-to-5-years-030223905868,2-5 Yrs,Not disclosed,['Gurgaon/Gurugram'],"['java', 'software testing', 'engineering', 'python', 'automation testing', 'software development', 'automation', 'docker']",software-developer,,9322
Software Engineering Manager,Wells Fargo,https://www.naukri.com/job-listings-software-engineering-manager-wells-fargo-india-solutions-pvt-ltd-hyderabad-secunderabad-bangalore-bengaluru-15-to-17-years-030223500026,15-17 Yrs,Not disclosed,"['Hyderabad/Secunderabad', 'Bangalore/Bengaluru']","['jquery', 'monitoring', 'operations', 'staffing', 'engineering', 'process improvement', 'process', 'management']",software-developer,,9323
Software Engineer,Thales,https://www.naukri.com/job-listings-software-engineer-thales-india-pvt-ltd-noida-2-to-7-years-030123500773,2-7 Yrs,Not disclosed,['Noida'],"['management', 'quality assurance', 'automation', 'assurance', 'quality management', 'software', 'quality', 'jira']",software-developer,,9324
SOFTWARE ENGINEER DIGITAL INTEGRATION & PROCESS AUTOMATION,Mindtree,https://www.naukri.com/job-listings-software-engineer-digital-integration-process-automation-mindtree-limited-noida-3-to-5-years-030123500144,3-5 Yrs,Not disclosed,['Noida'],"['process automation', 'management', 'xml', 'matrix', 'web services', 'web technologies', 'digital', 'process']",software-developer,,9325
"Software Engineer II, Identity & Access Management",Uber,https://www.naukri.com/job-listings-software-engineer-ii-identity-access-management-uber-bangalore-bengaluru-3-to-8-years-021222501285,3-8 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['access management', 'management', 'security', 'health', 'saml', 'cryptography', 'compliance', 'identity access management']",software-developer,,9326
Lead Software Engineer,Wells Fargo,https://www.naukri.com/job-listings-lead-software-engineer-wells-fargo-india-solutions-pvt-ltd-hyderabad-secunderabad-12-to-20-years-021222500206,12-20 Yrs,Not disclosed,['Hyderabad/Secunderabad'],"['control', 'software', 'production', 'technical support', 'production support', 'operational support', 'monitoring', 'operations']",software-developer,,9327
Principal Software Engineer - Backend Development,Chargebee,https://www.naukri.com/job-listings-principal-software-engineer-backend-development-chargebee-remote-7-to-10-years-021222500026,7-10 Yrs,Not disclosed,['remote'],"['management', 'debugging', 'billing', 'backend development', 'sql', 'troubleshooting', 'development', 'monitoring']",software-developer,,9328
Team Lead - Software Engineering (PHP),Droom,https://www.naukri.com/job-listings-team-lead-software-engineering-php-droom-technology-pvt-ltd-gurgaon-gurugram-5-to-8-years-021222500024,5-8 Yrs,Not disclosed,['Gurgaon/Gurugram'],"['software engineering', 'sql', 'unix', 'management', 'engineering', 'team leading', 'php', 'mysql']",software-developer,,9329
QA Software Test Engineer,Thomson Reuters,https://www.naukri.com/job-listings-qa-software-test-engineer-thomson-reuters-india-pvt-ltd-bangalore-bengaluru-2-to-4-years-020822501007,2-4 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['sqa', 'case', 'automation', 'management', 'taxation', 'planning', 'test scripts', 'scripting']",software-developer,,9330
"Software Engineer II,Quality Assurance",Yatra.com,https://www.naukri.com/job-listings-software-engineer-ii-quality-assurance-yatra-online-private-ltd-bangalore-bengaluru-4-to-7-years-010322500474,4-7 Yrs,Not disclosed,['Bangalore/Bengaluru'],"['python', 'jira', 'test scenarios', 'quality engineering', 'performance', 'javascript', 'assurance', 'sqa']",software-developer,,9331
Software Engineer- Pega,Verizon,https://www.naukri.com/job-listings-software-engineer-pega-verizon-data-services-india-pvt-ltd-hyderabad-secunderabad-4-to-9-years-010223500319,4-9 Yrs,Not disclosed,['Hyderabad/Secunderabad'],"['customer service', 'scheduling', 'sdlc', 'agile', 'unit', 'software', 'software engineering', 'application development']",software-developer,,9332
Software Engineer- Pega,Verizon,https://www.naukri.com/job-listings-software-engineer-pega-verizon-data-services-india-pvt-ltd-chennai-4-to-9-years-010223500318,4-9 Yrs,Not disclosed,['Chennai'],"['application', 'application development', 'unit', 'debugging', 'ldap', 'development', 'agile', 'oracle']",software-developer,,9333
Application Engineer,Laxmi Infotech,https://www.naukri.com/job-listings-application-engineer-laxmi-infotech-hyderabad-secunderabad-pune-mumbai-all-areas-0-to-5-years-180223003389,0-5 Yrs,3-7.5 Lacs PA,"['Hyderabad/Secunderabad', 'Pune', 'Mumbai (All Areas)']","['Java', 'c++', 'testing', 'dot net', 'PHP', 'HTML', 'J2Ee', 'JQuery']",software-developer,,9334
eLearning Engineer,Transperfect,https://www.naukri.com/job-listings-elearning-engineer-transperfect-pune-0-to-3-years-291220500064,0-3 Yrs,Not disclosed,['Pune'],"['management', 'e-learning', 'technology', 'analytical skill', 'functional', 'software testing', 'lms', 'technology management']",software-developer,,9335
